Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
34500,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52973241943662,-113.55438728932153,"(53.52973241943662, -113.55438728932153)",POINT (-113.55438728932153 53.52973241943662)
89999,Square Picnic Table,Metal,Metal,SAVARYN DRIVE SW,6213,SUMMERSIDE,Ward Karhiio,53.41373576285341,-113.46260868522353,"(53.41373576285341, -113.46260868522353)",POINT (-113.46260868522353 53.41373576285341)
20167,Square Picnic Table,Wood,Wood,88 STREET NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.50524597791275,-113.46338995238524,"(53.50524597791275, -113.46338995238524)",POINT (-113.46338995238524 53.50524597791275)
5587,Square Picnic Table,Composite,Wood,59A STREET NW,2500,MATT BERRY,Ward Dene,53.621966627264754,-113.43118096352691,"(53.621966627264754, -113.43118096352691)",POINT (-113.43118096352691 53.621966627264754)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.530115081029386,-113.55396286864735,"(53.530115081029386, -113.55396286864735)",POINT (-113.55396286864735 53.530115081029386)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.509837394196076,-113.5531607501606,"(53.509837394196076, -113.5531607501606)",POINT (-113.5531607501606 53.509837394196076)
14715,Square Picnic Table,Wood,Aggregate,83 AVENUE NW,3270,LAURIER HEIGHTS,Ward sipiwiyiniwak,53.51651407734756,-113.56975545757624,"(53.51651407734756, -113.56975545757624)",POINT (-113.56975545757624 53.51651407734756)
5765,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,2290,GLENGARRY,Ward tastawiyiniwak,53.59523526256802,-113.47275772855751,"(53.59523526256802, -113.47275772855751)",POINT (-113.47275772855751 53.59523526256802)
6128,Square Picnic Table,Wood,Aggregate,KNOTTWOOD ROAD SOUTH NW,6450,MENISA,Ward Karhiio,53.44241385739802,-113.44761944773664,"(53.44241385739802, -113.44761944773664)",POINT (-113.44761944773664 53.44241385739802)
9449,Square Picnic Table,Wood,Aggregate,116 AVENUE NW,3240,INGLEWOOD,Ward Anirniq,53.566270072770365,-113.53886583585314,"(53.566270072770365, -113.53886583585314)",POINT (-113.53886583585314 53.566270072770365)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.553940738936376,-113.38865653685907,"(53.553940738936376, -113.38865653685907)",POINT (-113.38865653685907 53.553940738936376)
25865,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.53942793404376,-113.54048287951923,"(53.53942793404376, -113.54048287951923)",POINT (-113.54048287951923 53.53942793404376)
3129,Square Picnic Table,Wood,Aggregate,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527235729779115,-113.5087213125836,"(53.527235729779115, -113.5087213125836)",POINT (-113.5087213125836 53.527235729779115)
92815,Square Picnic Table,Wood,Metal,139 AVENUE NW,2400,KILDARE,Ward tastawiyiniwak,53.60291909103444,-113.45807681820246,"(53.60291909103444, -113.45807681820246)",POINT (-113.45807681820246 53.60291909103444)
32086,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,Ward Sspomitapi,53.475475768725495,-113.39991361248981,"(53.475475768725495, -113.39991361248981)",POINT (-113.39991361248981 53.475475768725495)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.5549536295297,-113.38424441208033,"(53.5549536295297, -113.38424441208033)",POINT (-113.38424441208033 53.5549536295297)
52304,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,Ward Karhiio,53.429057886146026,-113.45884001549557,"(53.429057886146026, -113.45884001549557)",POINT (-113.45884001549557 53.429057886146026)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.553468129370806,-113.38855188650264,"(53.553468129370806, -113.38855188650264)",POINT (-113.38855188650264 53.553468129370806)
3607,Square Picnic Table,Wood,Aggregate,KIRKNESS ROAD NW,2430,KIRKNESS,Ward Dene,53.612090829330015,-113.38546018531541,"(53.612090829330015, -113.38546018531541)",POINT (-113.38546018531541 53.612090829330015)
10338,Square Picnic Table,Concrete,Aggregate,60A AVENUE NW,5320,PLEASANTVIEW,Ward papastew,53.495637205529235,-113.50302789181407,"(53.495637205529235, -113.50302789181407)",POINT (-113.50302789181407 53.495637205529235)
5174,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3310,NORTH GLENORA,Ward Nakota Isga,53.55530349001846,-113.56051125048394,"(53.55530349001846, -113.56051125048394)",POINT (-113.56051125048394 53.55530349001846)
4216,Square Picnic Table,Wood,Aggregate,124 STREET NW,3350,PRINCE CHARLES,Ward Anirniq,53.57441009760589,-113.53633540496773,"(53.57441009760589, -113.53633540496773)",POINT (-113.53633540496773 53.57441009760589)
17651,Square Picnic Table,Wood,Aggregate,BLACKWOOD CRESCENT SW,5590,BLACKBURNE,Ward Ipiihkoohkanipiaohtsi,53.429258882246444,-113.50052565650437,"(53.429258882246444, -113.50052565650437)",POINT (-113.50052565650437 53.429258882246444)
6062,Square Picnic Table,Wood,Aggregate,WOODVALE ROAD EAST NW,6300,HILLVIEW,Ward Karhiio,53.46775705545226,-113.42694703287592,"(53.46775705545226, -113.42694703287592)",POINT (-113.42694703287592 53.46775705545226)
4528,Square Picnic Table,Wood,Aggregate,66 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.503278331823275,-113.47730011463231,"(53.503278331823275, -113.47730011463231)",POINT (-113.47730011463231 53.503278331823275)
29671,Square Picnic Table,Wood,Wood,WHITEMUD DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.484984835825365,-113.55652968712738,"(53.484984835825365, -113.55652968712738)",POINT (-113.55652968712738 53.484984835825365)
6230,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD NORTH NW,6750,TIPASKAN,Ward Karhiio,53.46263556736816,-113.45947091086869,"(53.46263556736816, -113.45947091086869)",POINT (-113.45947091086869 53.46263556736816)
9341,Square Picnic Table,Wood,Aggregate,104 AVENUE NW,3210,GROVENOR,Ward Nakota Isga,53.54595455233166,-113.56818064075335,"(53.54595455233166, -113.56818064075335)",POINT (-113.56818064075335 53.54595455233166)
19560,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48561380102894,-113.55391117321341,"(53.48561380102894, -113.55391117321341)",POINT (-113.55391117321341 53.48561380102894)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52600222820907,-113.54803850286973,"(53.52600222820907, -113.54803850286973)",POINT (-113.54803850286973 53.52600222820907)
14198,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,4060,BRITANNIA YOUNGSTOWN,Ward Nakota Isga,53.548300473604826,-113.5978682611041,"(53.548300473604826, -113.5978682611041)",POINT (-113.5978682611041 53.548300473604826)
4958,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,3140,CRESTWOOD,Ward Nakota Isga,53.53363682616309,-113.57178696596709,"(53.53363682616309, -113.57178696596709)",POINT (-113.57178696596709 53.53363682616309)
8253,Square Picnic Table,Wood,Metal,112S AVENUE NW,1190,RIVER VALLEY KINNAIRD,Ward Métis,53.55929884596674,-113.46342964038254,"(53.55929884596674, -113.46342964038254)",POINT (-113.46342964038254 53.55929884596674)
4079,Round Picnic Table,Composite,Metal,HERMITAGE ROAD NW,2120,CANON RIDGE,Ward Dene,53.58056144677758,-113.37810314127515,"(53.58056144677758, -113.37810314127515)",POINT (-113.37810314127515 53.58056144677758)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.533982926079915,-113.52135734358141,"(53.533982926079915, -113.52135734358141)",POINT (-113.52135734358141 53.533982926079915)
36150,Square Picnic Table,Unknown,Unknown,CORONET ROAD NW,6170,DAVIES INDUSTRIAL WEST,Ward Métis,53.500670039684394,-113.45114597277173,"(53.500670039684394, -113.45114597277173)",POINT (-113.45114597277173 53.500670039684394)
5634,Square Picnic Table,Wood,Aggregate,189 STREET NW,4020,ALDERGROVE,Ward Nakota Isga,53.51813446942709,-113.6486647889962,"(53.51813446942709, -113.6486647889962)",POINT (-113.6486647889962 53.51813446942709)
8137,Square Picnic Table,Wood,Metal,87 STREET NW,1210,RIVERDALE,Ward O-day'min,53.543209142454955,-113.4638932505508,"(53.543209142454955, -113.4638932505508)",POINT (-113.4638932505508 53.543209142454955)
96704,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.56140776710696,-113.42191565791336,"(53.56140776710696, -113.42191565791336)",POINT (-113.42191565791336 53.56140776710696)
23767,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50900675863771,-113.55631400823111,"(53.50900675863771, -113.55631400823111)",POINT (-113.55631400823111 53.50900675863771)
19781,Square Picnic Table,Concrete,Concrete,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.533468872900706,-113.53718522749233,"(53.533468872900706, -113.53718522749233)",POINT (-113.53718522749233 53.533468872900706)
12343,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53296255910925,-113.53442908584378,"(53.53296255910925, -113.53442908584378)",POINT (-113.53442908584378 53.53296255910925)
21823,Square Picnic Table,Wood,Aggregate,23 AVENUE NW,6510,MILL WOODS PARK,Ward Karhiio,53.45515429952387,-113.43626616646543,"(53.45515429952387, -113.43626616646543)",POINT (-113.43626616646543 53.45515429952387)
26446,Square Picnic Table,Metal,Metal,90 AVENUE NW,6320,IDYLWYLDE,Ward Métis,53.52477928629567,-113.45323750968532,"(53.52477928629567, -113.45323750968532)",POINT (-113.45323750968532 53.52477928629567)
17381,Square Picnic Table,Wood,Metal,89 STREET NW,2290,GLENGARRY,Ward tastawiyiniwak,53.593985687028166,-113.47627811011562,"(53.593985687028166, -113.47627811011562)",POINT (-113.47627811011562 53.593985687028166)
20269,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,6710,STRATHEARN,Ward Métis,53.532733044612215,-113.4650526204736,"(53.532733044612215, -113.4650526204736)",POINT (-113.4650526204736 53.532733044612215)
4868,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.50711247322256,-113.62362088181233,"(53.50711247322256, -113.62362088181233)",POINT (-113.62362088181233 53.50711247322256)
306,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.561766167215765,-113.45522837216608,"(53.561766167215765, -113.45522837216608)",POINT (-113.45522837216608 53.561766167215765)
34500,Square Picnic Table,Wood,Wood,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52888607236082,-113.5467337471234,"(53.52888607236082, -113.5467337471234)",POINT (-113.5467337471234 53.52888607236082)
3741,Square Picnic Table,Aggregate,Wood,172 AVENUE NW,3030,BATURYN,Ward tastawiyiniwak,53.63282407135933,-113.50496185204355,"(53.63282407135933, -113.50496185204355)",POINT (-113.50496185204355 53.63282407135933)
6075,Square Picnic Table,Metal,Metal,38 AVENUE NW,6280,GREENVIEW,Ward Karhiio,53.47401605891336,-113.42904977588125,"(53.47401605891336, -113.42904977588125)",POINT (-113.42904977588125 53.47401605891336)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54112781170667,-113.50035726791893,"(53.54112781170667, -113.50035726791893)",POINT (-113.50035726791893 53.54112781170667)
4847,Square Picnic Table,Wood,Aggregate,114 STREET NW,5220,GREENFIELD,Ward papastew,53.473603377187025,-113.52565673287486,"(53.473603377187025, -113.52565673287486)",POINT (-113.52565673287486 53.473603377187025)
4852,Other Table,Wood,Aggregate,57 AVENUE NW,4160,GARIEPY,Ward sipiwiyiniwak,53.493521215857534,-113.62324881102919,"(53.493521215857534, -113.62324881102919)",POINT (-113.62324881102919 53.493521215857534)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.554187456094006,-113.38670608906129,"(53.554187456094006, -113.38670608906129)",POINT (-113.38670608906129 53.554187456094006)
31910,Round Picnic Table,Metal,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48461280492406,-113.55514994963465,"(53.48461280492406, -113.55514994963465)",POINT (-113.55514994963465 53.48461280492406)
7634,Square Picnic Table,Wood,Aggregate,128 AVENUE NW,2350,HOMESTEADER,Ward Dene,53.58707848814742,-113.41254580666576,"(53.58707848814742, -113.41254580666576)",POINT (-113.41254580666576 53.58707848814742)
31912,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.484903200685444,-113.55395673664616,"(53.484903200685444, -113.55395673664616)",POINT (-113.55395673664616 53.484903200685444)
23185,Square Picnic Table,Wood,Metal,28 AVENUE NW,6570,PARSONS INDUSTRIAL,Ward Karhiio,53.46049597383077,-113.48031140678077,"(53.46049597383077, -113.48031140678077)",POINT (-113.48031140678077 53.46049597383077)
5587,Square Picnic Table,Wood,Metal,59A STREET NW,2500,MATT BERRY,Ward Dene,53.621613313763156,-113.4315008717175,"(53.621613313763156, -113.4315008717175)",POINT (-113.4315008717175 53.621613313763156)
5852,Square Picnic Table,Wood,Aggregate,OGILVIE BOULEVARD NW,5300,OGILVIE RIDGE,Ward pihêsiwin,53.46375632289034,-113.56346298007576,"(53.46375632289034, -113.56346298007576)",POINT (-113.56346298007576 53.46375632289034)
12344,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53470125971626,-113.53773326866848,"(53.53470125971626, -113.53773326866848)",POINT (-113.53773326866848 53.53470125971626)
3289,Square Picnic Table,Concrete,Aggregate,132 AVENUE NW,2230,DELWOOD,Ward tastawiyiniwak,53.592399540275416,-113.45749781006893,"(53.592399540275416, -113.45749781006893)",POINT (-113.45749781006893 53.592399540275416)
5174,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3310,NORTH GLENORA,Ward Nakota Isga,53.55530356599358,-113.56058052052006,"(53.55530356599358, -113.56058052052006)",POINT (-113.56058052052006 53.55530356599358)
6002,Square Picnic Table,Metal,Metal,37 STREET NW,6150,DALY GROVE,Ward Sspomitapi,53.44894683627785,-113.39961296056315,"(53.44894683627785, -113.39961296056315)",POINT (-113.39961296056315 53.44894683627785)
20740,Square Picnic Table,Wood,Metal,ADA BOULEVARD NW,2100,BEVERLY HEIGHTS,Ward Métis,53.560650371197596,-113.40103462530864,"(53.560650371197596, -113.40103462530864)",POINT (-113.40103462530864 53.560650371197596)
14057,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3440,WESTMOUNT,Ward O-day'min,53.55591523580805,-113.54179741464574,"(53.55591523580805, -113.54179741464574)",POINT (-113.54179741464574 53.55591523580805)
5672,Square Picnic Table,Wood,Aggregate,139 AVENUE NW,2320,HAIRSINE,Ward Dene,53.603330949142936,-113.39036193293475,"(53.603330949142936, -113.39036193293475)",POINT (-113.39036193293475 53.603330949142936)
20167,Square Picnic Table,Wood,Aggregate,88 STREET NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.50498605554789,-113.46403530633121,"(53.50498605554789, -113.46403530633121)",POINT (-113.46403530633121 53.50498605554789)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56217596500844,-113.4596650906571,"(53.56217596500844, -113.4596650906571)",POINT (-113.4596650906571 53.56217596500844)
50604,Square Picnic Table,Wood,Metal,MELROSE PLACE SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.43103558761325,-113.53154302520421,"(53.43103558761325, -113.53154302520421)",POINT (-113.53154302520421 53.43103558761325)
14963,Square Picnic Table,Wood,Aggregate,78 AVENUE NW,5330,QUEEN ALEXANDRA,Ward papastew,53.51410461122104,-113.51016047398853,"(53.51410461122104, -113.51016047398853)",POINT (-113.51016047398853 53.51410461122104)
49959,Square Picnic Table,Unknown,Unknown,204 STREET NW,4461,THE HAMPTONS,Ward sipiwiyiniwak,53.4866042402113,-113.67214899755837,"(53.4866042402113, -113.67214899755837)",POINT (-113.67214899755837 53.4866042402113)
41091,Square Picnic Table,Wood,Wood,38A AVENUE NW,5160,DUGGAN,Ward papastew,53.47392396032424,-113.5126038455903,"(53.47392396032424, -113.5126038455903)",POINT (-113.5126038455903 53.47392396032424)
62219,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Métis,53.563324110072635,-113.45974221475575,"(53.563324110072635, -113.45974221475575)",POINT (-113.45974221475575 53.563324110072635)
4257,Square Picnic Table,Concrete,Concrete,115 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.564620906079945,-113.56218318242142,"(53.564620906079945, -113.56218318242142)",POINT (-113.56218318242142 53.564620906079945)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55671843035935,-113.4071169628668,"(53.55671843035935, -113.4071169628668)",POINT (-113.4071169628668 53.55671843035935)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55835424587786,-113.40629512740004,"(53.55835424587786, -113.40629512740004)",POINT (-113.40629512740004 53.55835424587786)
5823,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,5511,TWIN BROOKS,Ward Ipiihkoohkanipiaohtsi,53.44281520037863,-113.5269660795947,"(53.44281520037863, -113.5269660795947)",POINT (-113.5269660795947 53.44281520037863)
31782,Square Picnic Table,Wood,Metal,109 STREET NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.5267079109778,-113.51010242977077,"(53.5267079109778, -113.51010242977077)",POINT (-113.51010242977077 53.5267079109778)
1425,Square Picnic Table,Composite,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.50607274520312,-113.62767533304168,"(53.50607274520312, -113.62767533304168)",POINT (-113.62767533304168 53.50607274520312)
20314,Square Picnic Table,Composite,Metal,82 STREET NW,6310,HOLYROOD,Ward Métis,53.53109964522246,-113.4515580497378,"(53.53109964522246, -113.4515580497378)",POINT (-113.4515580497378 53.53109964522246)
8595,Square Picnic Table,Wood,Metal,124 AVENUE NW,1080,DELTON,Ward Métis,53.579496121405946,-113.4755258274845,"(53.579496121405946, -113.4755258274845)",POINT (-113.4755258274845 53.579496121405946)
24592,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,Ward Métis,53.538289584206154,-113.47843514627635,"(53.538289584206154, -113.47843514627635)",POINT (-113.47843514627635 53.538289584206154)
21042,Square Picnic Table,Wood,Metal,81 AVENUE NW,3380,RIVER VALLEY CAPITOL HILL,Ward Nakota Isga,53.51609497929429,-113.54807432412107,"(53.51609497929429, -113.54807432412107)",POINT (-113.54807432412107 53.51609497929429)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52641640657898,-113.5093990945428,"(53.52641640657898, -113.5093990945428)",POINT (-113.5093990945428 53.52641640657898)
19147,Square Picnic Table,Wood,Metal,31 AVENUE NW,6570,PARSONS INDUSTRIAL,Ward Karhiio,53.46098560908944,-113.47971115139131,"(53.46098560908944, -113.47971115139131)",POINT (-113.47971115139131 53.46098560908944)
6017,Square Picnic Table,Wood,Aggregate,48 STREET NW,6580,POLLARD MEADOWS,Ward Sspomitapi,53.44776475080781,-113.41218580234676,"(53.44776475080781, -113.41218580234676)",POINT (-113.41218580234676 53.44776475080781)
36356,Square Picnic Table,Wood,Aggregate,101A AVENUE NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.543153415614825,-113.43432454236506,"(53.543153415614825, -113.43432454236506)",POINT (-113.43432454236506 53.543153415614825)
10356,Square Picnic Table,Wood,Aggregate,69 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.505145852129225,-113.47862740267689,"(53.505145852129225, -113.47862740267689)",POINT (-113.47862740267689 53.505145852129225)
6304,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,Ward Ipiihkoohkanipiaohtsi,53.44926373961989,-113.5125918928335,"(53.44926373961989, -113.5125918928335)",POINT (-113.5125918928335 53.44926373961989)
36752,Square Picnic Table,Wood,Aggregate,161A AVENUE NW,2511,MAYLIEWAN,Ward tastawiyiniwak,53.62233844783124,-113.45925033647899,"(53.62233844783124, -113.45925033647899)",POINT (-113.45925033647899 53.62233844783124)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555068638141336,-113.38496596517152,"(53.555068638141336, -113.38496596517152)",POINT (-113.38496596517152 53.555068638141336)
479,Other Table,Wood,Metal,103A AVENUE NW,1020,BOYLE STREET,Ward O-day'min,53.548135446142325,-113.48141318678807,"(53.548135446142325, -113.48141318678807)",POINT (-113.48141318678807 53.548135446142325)
2234,Square Picnic Table,Composite,Metal,87 AVENUE NW,5200,GARNEAU,Ward papastew,53.52270206491511,-113.51272180110583,"(53.52270206491511, -113.51272180110583)",POINT (-113.51272180110583 53.52270206491511)
10787,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,Ward papastew,53.51987629672332,-113.51330014551985,"(53.51987629672332, -113.51330014551985)",POINT (-113.51330014551985 53.51987629672332)
3461,Other Table,Unknown,Unknown,101A AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54267036180551,-113.48973316781182,"(53.54267036180551, -113.48973316781182)",POINT (-113.48973316781182 53.54267036180551)
4789,Square Picnic Table,Wood,Metal,25 AVENUE NW,5070,BLUE QUILL ESTATES,Ward Ipiihkoohkanipiaohtsi,53.4569260366282,-113.53894675135086,"(53.4569260366282, -113.53894675135086)",POINT (-113.53894675135086 53.4569260366282)
6587,Square Picnic Table,Wood,Aggregate,FULTON ROAD NW,6240,FULTON PLACE,Ward Métis,53.54617313316313,-113.42557870348581,"(53.54617313316313, -113.42557870348581)",POINT (-113.42557870348581 53.54617313316313)
496,Round Picnic Table,Metal,Metal,100 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54477829390106,-113.49033678874311,"(53.54477829390106, -113.49033678874311)",POINT (-113.49033678874311 53.54477829390106)
9899,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,4090,CANORA,Ward Nakota Isga,53.54820688262101,-113.58733918866321,"(53.54820688262101, -113.58733918866321)",POINT (-113.58733918866321 53.54820688262101)
31910,Other Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48547607512574,-113.55514504089771,"(53.48547607512574, -113.55514504089771)",POINT (-113.55514504089771 53.48547607512574)
25100,Square Picnic Table,Wood,Metal,ROSSDALE ROAD NW,1220,ROSSDALE,Ward O-day'min,53.53707832645989,-113.48985179312572,"(53.53707832645989, -113.48985179312572)",POINT (-113.48985179312572 53.53707832645989)
7701,Square Picnic Table,Composite,Metal,128 AVENUE NW,2020,BALWIN,Ward tastawiyiniwak,53.58583631300345,-113.45027425747378,"(53.58583631300345, -113.45027425747378)",POINT (-113.45027425747378 53.58583631300345)
30945,Square Picnic Table,Wood,Wood,81 STREET NW,6310,HOLYROOD,Ward Métis,53.5329591235524,-113.45372304498184,"(53.5329591235524, -113.45372304498184)",POINT (-113.45372304498184 53.5329591235524)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52776729537721,-113.55183330712904,"(53.52776729537721, -113.55183330712904)",POINT (-113.55183330712904 53.52776729537721)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55512585039227,-113.40617714635266,"(53.55512585039227, -113.40617714635266)",POINT (-113.40617714635266 53.55512585039227)
62218,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Métis,53.563327247547576,-113.45749512903726,"(53.563327247547576, -113.45749512903726)",POINT (-113.45749512903726 53.563327247547576)
22855,Square Picnic Table,Wood,Aggregate,28 AVENUE NW,6510,MILL WOODS PARK,Ward Karhiio,53.45646689480321,-113.43670012253139,"(53.45646689480321, -113.43670012253139)",POINT (-113.43670012253139 53.45646689480321)
6577,Square Picnic Table,Wood,Metal,58 STREET NW,6550,OTTEWELL,Ward Métis,53.53076427539422,-113.42402550882959,"(53.53076427539422, -113.42402550882959)",POINT (-113.42402550882959 53.53076427539422)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56274571134654,-113.45332231741611,"(53.56274571134654, -113.45332231741611)",POINT (-113.45332231741611 53.56274571134654)
4908,Square Picnic Table,Wood,Metal,76 AVENUE NW,4430,RIO TERRACE,Ward sipiwiyiniwak,53.50907941740232,-113.58201615491538,"(53.50907941740232, -113.58201615491538)",POINT (-113.58201615491538 53.50907941740232)
5319,Square Picnic Table,Wood,Metal,11A AVENUE NW,6670,SAKAW,Ward Karhiio,53.44107567482357,-113.42946558841108,"(53.44107567482357, -113.42946558841108)",POINT (-113.42946558841108 53.44107567482357)
21823,Square Picnic Table,Wood,Metal,23 AVENUE NW,6510,MILL WOODS PARK,Ward Karhiio,53.45536032655277,-113.43693920957548,"(53.45536032655277, -113.43693920957548)",POINT (-113.43693920957548 53.45536032655277)
7701,Square Picnic Table,Composite,Metal,128 AVENUE NW,2020,BALWIN,Ward tastawiyiniwak,53.585854771888876,-113.45012379464713,"(53.585854771888876, -113.45012379464713)",POINT (-113.45012379464713 53.585854771888876)
30623,Square Picnic Table,Wood,Aggregate,57 AVENUE NW,5320,PLEASANTVIEW,Ward papastew,53.49413768129116,-113.51070199510204,"(53.49413768129116, -113.51070199510204)",POINT (-113.51070199510204 53.49413768129116)
26446,Square Picnic Table,Metal,Metal,90 AVENUE NW,6320,IDYLWYLDE,Ward Métis,53.52474116420803,-113.45316839646179,"(53.52474116420803, -113.45316839646179)",POINT (-113.45316839646179 53.52474116420803)
15093,Square Picnic Table,Wood,Aggregate,124 STREET NW,5210,GRANDVIEW HEIGHTS,Ward papastew,53.499198346987114,-113.54453587523506,"(53.499198346987114, -113.54453587523506)",POINT (-113.54453587523506 53.499198346987114)
16794,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,4540,TERRA LOSA,Ward Nakota Isga,53.530036426760816,-113.62913828137265,"(53.530036426760816, -113.62913828137265)",POINT (-113.62913828137265 53.530036426760816)
63347,Square Picnic Table,Wood,Aggregate,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56072500558137,-113.56255556769315,"(53.56072500558137, -113.56255556769315)",POINT (-113.56255556769315 53.56072500558137)
