Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
19731,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,Ward papastew,53.509403874256954,-113.53136492416066,"(53.509403874256954, -113.53136492416066)",POINT (-113.53136492416066 53.509403874256954)
24068,Square Picnic Table,Composite,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.528396229945045,-113.54121446474207,"(53.528396229945045, -113.54121446474207)",POINT (-113.54121446474207 53.528396229945045)
5639,Square Picnic Table,Wood,Metal,162 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.623611920884734,-113.52509938646486,"(53.623611920884734, -113.52509938646486)",POINT (-113.52509938646486 53.623611920884734)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55619308815371,-113.40695932742265,"(53.55619308815371, -113.40695932742265)",POINT (-113.40695932742265 53.55619308815371)
15465,Square Picnic Table,Composite,Metal,35 STREET NW,6030,BISSET,Ward Sspomitapi,53.455874399244486,-113.396895415068,"(53.455874399244486, -113.396895415068)",POINT (-113.396895415068 53.455874399244486)
1997,Square Picnic Table,Wood,Metal,50 STREET NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.48440966611645,-113.4199337684246,"(53.48440966611645, -113.4199337684246)",POINT (-113.4199337684246 53.48440966611645)
20249,Square Picnic Table,Wood,Metal,93 AVENUE NW,6710,STRATHEARN,Ward Métis,53.52986962073667,-113.46192836872052,"(53.52986962073667, -113.46192836872052)",POINT (-113.46192836872052 53.52986962073667)
12344,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53492192542979,-113.538411616289,"(53.53492192542979, -113.538411616289)",POINT (-113.538411616289 53.53492192542979)
62216,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Métis,53.56284561421663,-113.45428035406007,"(53.56284561421663, -113.45428035406007)",POINT (-113.45428035406007 53.56284561421663)
70692,Square Picnic Table,Wood,Metal,LEGER ROAD NW,5630,LEGER,Ward pihêsiwin,53.45891958858407,-113.5840054005817,"(53.45891958858407, -113.5840054005817)",POINT (-113.5840054005817 53.45891958858407)
71913,Square Picnic Table,Composite,Wood,TAMARACK ROAD NW,6443,TAMARACK,Ward Sspomitapi,53.468677990107665,-113.36270758637001,"(53.468677990107665, -113.36270758637001)",POINT (-113.36270758637001 53.468677990107665)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.510566829977314,-113.54788775957759,"(53.510566829977314, -113.54788775957759)",POINT (-113.54788775957759 53.510566829977314)
7245,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.58086882954638,-113.37309485896617,"(53.58086882954638, -113.37309485896617)",POINT (-113.37309485896617 53.58086882954638)
41050,Square Picnic Table,Concrete,Aggregate,JORDAN CRESCENT NW,6330,JACKSON HEIGHTS,Ward Sspomitapi,53.48305084233196,-113.4077988927769,"(53.48305084233196, -113.4077988927769)",POINT (-113.4077988927769 53.48305084233196)
19781,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53338318897458,-113.5370927873274,"(53.53338318897458, -113.5370927873274)",POINT (-113.5370927873274 53.53338318897458)
7918,Square Picnic Table,Wood,Aggregate,80 STREET NW,6230,FOREST HEIGHTS,Ward Métis,53.543343446635134,-113.45125430390277,"(53.543343446635134, -113.45125430390277)",POINT (-113.45125430390277 53.543343446635134)
31782,Square Picnic Table,Wood,Wood,109 STREET NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52897354734112,-113.50980185725783,"(53.52897354734112, -113.50980185725783)",POINT (-113.50980185725783 53.52897354734112)
1033,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54402495605824,-113.48985080746826,"(53.54402495605824, -113.48985080746826)",POINT (-113.48985080746826 53.54402495605824)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54123120509385,-113.50034118052884,"(53.54123120509385, -113.50034118052884)",POINT (-113.50034118052884 53.54123120509385)
269,Square Picnic Table,Wood,Metal,120 AVENUE NW,2550,MONTROSE,Ward Métis,53.57419293376083,-113.44608752134555,"(53.57419293376083, -113.44608752134555)",POINT (-113.44608752134555 53.57419293376083)
88192,Square Picnic Table,Aggregate,Metal,ROSENTHAL BOULEVARD NW,4750,ROSENTHAL,Ward Nakota Isga,53.517131037334565,-113.699101045825,"(53.517131037334565, -113.699101045825)",POINT (-113.699101045825 53.517131037334565)
29931,Square Picnic Table,Metal,Metal,153 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.61669754823288,-113.52625366919052,"(53.61669754823288, -113.52625366919052)",POINT (-113.52625366919052 53.61669754823288)
34110,Square Picnic Table,Plastic,Metal,68 AVENUE NW,6160,DAVIES INDUSTRIAL EAST,Ward Métis,53.50670353653463,-113.4278548236403,"(53.50670353653463, -113.4278548236403)",POINT (-113.4278548236403 53.50670353653463)
29685,Square Picnic Table,Wood,Wood,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50351121965768,-113.55679807265699,"(53.50351121965768, -113.55679807265699)",POINT (-113.55679807265699 53.50351121965768)
27173,Square Picnic Table,Metal,Metal,109 STREET NW,1180,QUEEN MARY PARK,Ward O-day'min,53.556433119965845,-113.50880811802428,"(53.556433119965845, -113.50880811802428)",POINT (-113.50880811802428 53.556433119965845)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.5290793581217,-113.54659798586594,"(53.5290793581217, -113.54659798586594)",POINT (-113.54659798586594 53.5290793581217)
10449,Square Picnic Table,Wood,Metal,73 AVENUE NW,5330,QUEEN ALEXANDRA,Ward papastew,53.509567620735886,-113.50810960003872,"(53.509567620735886, -113.50810960003872)",POINT (-113.50810960003872 53.509567620735886)
11331,Square Picnic Table,Composite,Metal,112 STREET NW,5290,MCKERNAN,Ward papastew,53.51114777936852,-113.51926455017082,"(53.51114777936852, -113.51926455017082)",POINT (-113.51926455017082 53.51114777936852)
3129,Other Table,Concrete,Concrete,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52610038912155,-113.50886809027364,"(53.52610038912155, -113.50886809027364)",POINT (-113.50886809027364 53.52610038912155)
14112,Square Picnic Table,Wood,Aggregate,154 STREET NW,4200,HIGH PARK,Ward Nakota Isga,53.5563770565302,-113.58690763135054,"(53.5563770565302, -113.58690763135054)",POINT (-113.58690763135054 53.5563770565302)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51176193725634,-113.54804508069445,"(53.51176193725634, -113.54804508069445)",POINT (-113.54804508069445 53.51176193725634)
64353,Square Picnic Table,Wood,Aggregate,SILVER BERRY ROAD NW,6442,SILVER BERRY,Ward Sspomitapi,53.45749873090665,-113.38412131984677,"(53.45749873090665, -113.38412131984677)",POINT (-113.38412131984677 53.45749873090665)
4333,Square Picnic Table,Composite,Metal,136 STREET NW,3200,GLENORA,Ward Nakota Isga,53.543343672536544,-113.55610496641064,"(53.543343672536544, -113.55610496641064)",POINT (-113.55610496641064 53.543343672536544)
5646,Square Picnic Table,Concrete,Concrete,139 STREET NW,3450,WOODCROFT,Ward Anirniq,53.564632593079956,-113.56178779008964,"(53.564632593079956, -113.56178779008964)",POINT (-113.56178779008964 53.564632593079956)
6339,Square Picnic Table,Wood,Aggregate,SADDLEBACK ROAD NW,5460,SKYRATTLER,Ward Ipiihkoohkanipiaohtsi,53.450499325700555,-113.52430648942271,"(53.450499325700555, -113.52430648942271)",POINT (-113.52430648942271 53.450499325700555)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.509931019547174,-113.55226643306585,"(53.509931019547174, -113.55226643306585)",POINT (-113.55226643306585 53.509931019547174)
18729,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,2550,MONTROSE,Ward Métis,53.57561189162016,-113.450032499402,"(53.57561189162016, -113.450032499402)",POINT (-113.450032499402 53.57561189162016)
16063,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,Ward Nakota Isga,53.5257371872025,-113.63542017685866,"(53.5257371872025, -113.63542017685866)",POINT (-113.63542017685866 53.5257371872025)
5478,Square Picnic Table,Wood,Aggregate,132A AVENUE NW,2070,BELMONT,Ward Dene,53.59356248832668,-113.39369367068929,"(53.59356248832668, -113.39369367068929)",POINT (-113.39369367068929 53.59356248832668)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.524486352261846,-113.54432213849697,"(53.524486352261846, -113.54432213849697)",POINT (-113.54432213849697 53.524486352261846)
23141,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56158971211801,-113.456635700359,"(53.56158971211801, -113.456635700359)",POINT (-113.456635700359 53.56158971211801)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.556177338698916,-113.40611916299663,"(53.556177338698916, -113.40611916299663)",POINT (-113.40611916299663 53.556177338698916)
11801,Square Picnic Table,Wood,Metal,145 STREET NW,3140,CRESTWOOD,Ward Nakota Isga,53.53328995922686,-113.57250881360567,"(53.53328995922686, -113.57250881360567)",POINT (-113.57250881360567 53.53328995922686)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53457901569317,-113.52252947967371,"(53.53457901569317, -113.52252947967371)",POINT (-113.52252947967371 53.53457901569317)
21101,Square Picnic Table,Wood,Aggregate,115 STREET NW,5050,BLACKMUD CREEK RAVINE,Ward Ipiihkoohkanipiaohtsi,53.447601465897,-113.53053743486761,"(53.447601465897, -113.53053743486761)",POINT (-113.53053743486761 53.447601465897)
8130,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,Ward O-day'min,53.561681324554925,-113.51449850080373,"(53.561681324554925, -113.51449850080373)",POINT (-113.51449850080373 53.561681324554925)
17789,Square Picnic Table,Wood,Aggregate,129 STREET NW,3150,CUMBERLAND,Ward Anirniq,53.61112698306302,-113.54476372317315,"(53.61112698306302, -113.54476372317315)",POINT (-113.54476372317315 53.61112698306302)
5319,Square Picnic Table,Wood,Aggregate,11A AVENUE NW,6670,SAKAW,Ward Karhiio,53.44090316198142,-113.43017514574768,"(53.44090316198142, -113.43017514574768)",POINT (-113.43017514574768 53.44090316198142)
6239,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD NORTH NW,6340,KAMEYOSEK,Ward Karhiio,53.461482747951536,-113.44319868807165,"(53.461482747951536, -113.44319868807165)",POINT (-113.44319868807165 53.461482747951536)
31911,Square Picnic Table,Composite,Metal,RAINBOW VALLEY ROAD NW,5560,WHITEMUD CREEK RAVINE SOUTH,Ward papastew,53.481232546693796,-113.55390005760584,"(53.481232546693796, -113.55390005760584)",POINT (-113.55390005760584 53.481232546693796)
6268,Square Picnic Table,Metal,Metal,MILLBOURNE ROAD EAST NW,6400,LEE RIDGE,Ward Karhiio,53.47134750349128,-113.4459977693147,"(53.47134750349128, -113.4459977693147)",POINT (-113.4459977693147 53.47134750349128)
34500,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52973493830858,-113.5544471943601,"(53.52973493830858, -113.5544471943601)",POINT (-113.5544471943601 53.52973493830858)
3760,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,Ward tastawiyiniwak,53.61738729525644,-113.49725572061936,"(53.61738729525644, -113.49725572061936)",POINT (-113.49725572061936 53.61738729525644)
4848,Square Picnic Table,Composite,Metal,114 STREET NW,5220,GREENFIELD,Ward papastew,53.47290590694747,-113.52612286257148,"(53.47290590694747, -113.52612286257148)",POINT (-113.52612286257148 53.47290590694747)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52723033935732,-113.5081209177861,"(53.52723033935732, -113.5081209177861)",POINT (-113.5081209177861 53.52723033935732)
19560,Square Picnic Table,Wood,Metal,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48568787230245,-113.55403022645262,"(53.48568787230245, -113.55403022645262)",POINT (-113.55403022645262 53.48568787230245)
31911,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48495614393536,-113.55324827234735,"(53.48495614393536, -113.55324827234735)",POINT (-113.55324827234735 53.48495614393536)
10862,Square Picnic Table,Wood,Aggregate,87 AVENUE NW,6350,KENILWORTH,Ward Métis,53.52254645422258,-113.43719399150693,"(53.52254645422258, -113.43719399150693)",POINT (-113.43719399150693 53.52254645422258)
18367,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.48461060238993,-113.42277045197416,"(53.48461060238993, -113.42277045197416)",POINT (-113.42277045197416 53.48461060238993)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50425653701681,-113.5594777372071,"(53.50425653701681, -113.5594777372071)",POINT (-113.5594777372071 53.50425653701681)
24230,Square Picnic Table,Wood,Aggregate,HERMITAGE ROAD NW,2590,OVERLANDERS,Ward Dene,53.581018751057144,-113.38738815747581,"(53.581018751057144, -113.38738815747581)",POINT (-113.38738815747581 53.581018751057144)
5094,Square Picnic Table,Wood,Metal,21 STREET NW,2280,FRASER,Ward Dene,53.61030812763723,-113.37302983715786,"(53.61030812763723, -113.37302983715786)",POINT (-113.37302983715786 53.61030812763723)
23769,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.509612868859676,-113.55272692305,"(53.509612868859676, -113.55272692305)",POINT (-113.55272692305 53.509612868859676)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51044645926794,-113.54770387887734,"(53.51044645926794, -113.54770387887734)",POINT (-113.54770387887734 53.51044645926794)
29671,Square Picnic Table,Wood,Wood,WHITEMUD DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48482343843354,-113.55641870542314,"(53.48482343843354, -113.55641870542314)",POINT (-113.55641870542314 53.48482343843354)
23770,Square Picnic Table,Wood,Wood,SIR WILFRED LAURIER PARK ROAD NW,3380,RIVER VALLEY CAPITOL HILL,Ward Nakota Isga,53.51317529768132,-113.54613395131484,"(53.51317529768132, -113.54613395131484)",POINT (-113.54613395131484 53.51317529768132)
32946,Square Picnic Table,Wood,Metal,HENDERSON STREET NW,5230,HENDERSON ESTATES,Ward pihêsiwin,53.46863908275362,-113.59791174895967,"(53.46863908275362, -113.59791174895967)",POINT (-113.59791174895967 53.46863908275362)
3129,Square Picnic Table,Wood,Aggregate,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52686020268739,-113.5087315962974,"(53.52686020268739, -113.5087315962974)",POINT (-113.5087315962974 53.52686020268739)
17281,Square Picnic Table,Wood,Aggregate,94 AVENUE NW,4520,SUMMERLEA,Ward sipiwiyiniwak,53.53011756233476,-113.6191487433711,"(53.53011756233476, -113.6191487433711)",POINT (-113.6191487433711 53.53011756233476)
23770,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50901850837084,-113.55483370771671,"(53.50901850837084, -113.55483370771671)",POINT (-113.55483370771671 53.50901850837084)
8418,Square Picnic Table,Wood,Aggregate,119 AVENUE NW,1010,ALBERTA AVENUE,Ward Métis,53.57171892527594,-113.48298802622222,"(53.57171892527594, -113.48298802622222)",POINT (-113.48298802622222 53.57171892527594)
6508,Square Picnic Table,Wood,Metal,143 STREET NW,5090,BROOKSIDE,Ward pihêsiwin,53.4914218739161,-113.56801274162669,"(53.4914218739161, -113.56801274162669)",POINT (-113.56801274162669 53.4914218739161)
4841,Square Picnic Table,Metal,Metal,40 AVENUE NW,5430,ROYAL GARDENS,Ward papastew,53.47721588887944,-113.5337085270044,"(53.47721588887944, -113.5337085270044)",POINT (-113.5337085270044 53.47721588887944)
26267,Square Picnic Table,Wood,Aggregate,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,Ward Métis,53.58147732448127,-113.4560080469003,"(53.58147732448127, -113.4560080469003)",POINT (-113.4560080469003 53.58147732448127)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55390467884365,-113.38494800537524,"(53.55390467884365, -113.38494800537524)",POINT (-113.38494800537524 53.55390467884365)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55414577295533,-113.38453626298615,"(53.55414577295533, -113.38453626298615)",POINT (-113.38453626298615 53.55414577295533)
9468,Square Picnic Table,Wood,Aggregate,126 STREET NW,3440,WESTMOUNT,Ward O-day'min,53.55026979999784,-113.53894570000003,"(53.55026979999784, -113.53894570000003)",POINT (-113.53894570000003 53.55026979999784)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.578630159653024,-113.37294429512,"(53.578630159653024, -113.37294429512)",POINT (-113.37294429512 53.578630159653024)
92815,Square Picnic Table,Wood,Metal,139 AVENUE NW,2400,KILDARE,Ward tastawiyiniwak,53.60288777314928,-113.4582281210829,"(53.60288777314928, -113.4582281210829)",POINT (-113.4582281210829 53.60288777314928)
9696,Square Picnic Table,Wood,Metal,125 STREET NW,3240,INGLEWOOD,Ward Anirniq,53.56613758973399,-113.53829271652742,"(53.56613758973399, -113.53829271652742)",POINT (-113.53829271652742 53.56613758973399)
38608,Square Picnic Table,Wood,Metal,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,Ward pihêsiwin,53.44679982729318,-113.58719319083077,"(53.44679982729318, -113.58719319083077)",POINT (-113.58719319083077 53.44679982729318)
29931,Square Picnic Table,Metal,Metal,153 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.61680529913105,-113.52749901332564,"(53.61680529913105, -113.52749901332564)",POINT (-113.52749901332564 53.61680529913105)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555054075852354,-113.38494526481972,"(53.555054075852354, -113.38494526481972)",POINT (-113.38494526481972 53.555054075852354)
9648,Square Picnic Table,Wood,Aggregate,109 AVENUE NW,1180,QUEEN MARY PARK,Ward O-day'min,53.5541405537808,-113.52407142556669,"(53.5541405537808, -113.52407142556669)",POINT (-113.52407142556669 53.5541405537808)
80773,Square Picnic Table,Wood,Metal,MILL WOODS REC CENTRE NW,6510,MILL WOODS PARK,Ward Karhiio,53.456199427191784,-113.44261991610612,"(53.456199427191784, -113.44261991610612)",POINT (-113.44261991610612 53.456199427191784)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52907616901389,-113.54663141036652,"(53.52907616901389, -113.54663141036652)",POINT (-113.54663141036652 53.52907616901389)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51149694076235,-113.54621037588501,"(53.51149694076235, -113.54621037588501)",POINT (-113.54621037588501 53.51149694076235)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50460086700182,-113.5594822359502,"(53.50460086700182, -113.5594822359502)",POINT (-113.5594822359502 53.50460086700182)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50998907298504,-113.55222539281512,"(53.50998907298504, -113.55222539281512)",POINT (-113.55222539281512 53.50998907298504)
3760,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,Ward tastawiyiniwak,53.61648320768088,-113.49738702959914,"(53.61648320768088, -113.49738702959914)",POINT (-113.49738702959914 53.61648320768088)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53376780452188,-113.524340265378,"(53.53376780452188, -113.524340265378)",POINT (-113.524340265378 53.53376780452188)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52702210201342,-113.54388925348127,"(53.52702210201342, -113.54388925348127)",POINT (-113.54388925348127 53.52702210201342)
34372,Square Picnic Table,Wood,Aggregate,KLARVATTEN ROAD NW,2440,KLARVATTEN,Ward tastawiyiniwak,53.6332060633498,-113.4754337681687,"(53.6332060633498, -113.4754337681687)",POINT (-113.4754337681687 53.6332060633498)
19425,Square Picnic Table,Wood,Aggregate,39A AVENUE NW,5020,ASPEN GARDENS,Ward papastew,53.475004631832434,-113.54243951214995,"(53.475004631832434, -113.54243951214995)",POINT (-113.54243951214995 53.475004631832434)
3289,Square Picnic Table,Concrete,Aggregate,132 AVENUE NW,2230,DELWOOD,Ward tastawiyiniwak,53.59261890991996,-113.45703674197806,"(53.59261890991996, -113.45703674197806)",POINT (-113.45703674197806 53.59261890991996)
40991,Round Picnic Table,Metal,Metal,CARTER CREST ROAD NW,5130,CARTER CREST,Ward pihêsiwin,53.46440410477324,-113.5753246167898,"(53.46440410477324, -113.5753246167898)",POINT (-113.5753246167898 53.46440410477324)
60113,Square Picnic Table,Wood,Wood,119 AVENUE NW,2010,ABBOTTSFIELD,Ward Métis,53.57252393804437,-113.38943910227958,"(53.57252393804437, -113.38943910227958)",POINT (-113.38943910227958 53.57252393804437)
4437,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,6140,CRAWFORD PLAINS,Ward Sspomitapi,53.44093535032886,-113.40455850092641,"(53.44093535032886, -113.40455850092641)",POINT (-113.40455850092641 53.44093535032886)
109489,Square Picnic Table,Wood,Aggregate,91 STREET SW,6213,SUMMERSIDE,Ward Karhiio,53.42299681454307,-113.47401498882272,"(53.42299681454307, -113.47401498882272)",POINT (-113.47401498882272 53.42299681454307)
5875,Square Picnic Table,Wood,Aggregate,155 AVENUE NW,3320,OXFORD,Ward Anirniq,53.618170933935815,-113.5474394272975,"(53.618170933935815, -113.5474394272975)",POINT (-113.5474394272975 53.618170933935815)
44412,Square Picnic Table,Wood,Aggregate,LEGER WAY NW,5630,LEGER,Ward pihêsiwin,53.4594330739711,-113.57648956281419,"(53.4594330739711, -113.57648956281419)",POINT (-113.57648956281419 53.4594330739711)
5227,Square Picnic Table,Concrete,Aggregate,167 STREET NW,4140,ELMWOOD,Ward sipiwiyiniwak,53.51532654059116,-113.60846499145349,"(53.51532654059116, -113.60846499145349)",POINT (-113.60846499145349 53.51532654059116)
3804,Square Picnic Table,Metal,Metal,144 AVENUE NW,2260,EVANSDALE,Ward tastawiyiniwak,53.60662516020212,-113.47552547546677,"(53.60662516020212, -113.47552547546677)",POINT (-113.47552547546677 53.60662516020212)
12587,Square Picnic Table,Wood,Aggregate,93 STREET NW,1010,ALBERTA AVENUE,Ward Métis,53.571298981382476,-113.48378428164891,"(53.571298981382476, -113.48378428164891)",POINT (-113.48378428164891 53.571298981382476)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50953310012041,-113.55018991879078,"(53.50953310012041, -113.55018991879078)",POINT (-113.55018991879078 53.50953310012041)
27651,Square Picnic Table,Metal,Metal,100 AVENUE NW,1210,RIVERDALE,Ward O-day'min,53.54160751023455,-113.47181018066561,"(53.54160751023455, -113.47181018066561)",POINT (-113.47181018066561 53.54160751023455)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55511549073386,-113.38498138383099,"(53.55511549073386, -113.38498138383099)",POINT (-113.38498138383099 53.55511549073386)
57433,Square Picnic Table,Wood,Aggregate,66 AVENUE NW,6410,MAPLE RIDGE,Ward Sspomitapi,53.502423306084346,-113.36813478366574,"(53.502423306084346, -113.36813478366574)",POINT (-113.36813478366574 53.502423306084346)
79655,Square Picnic Table,Wood,Aggregate,123 STREET NW,3370,RAPPERSWILL,Ward Anirniq,53.632056482763055,-113.53473417546,"(53.632056482763055, -113.53473417546)",POINT (-113.53473417546 53.632056482763055)
23770,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.5093439150336,-113.5505804465758,"(53.5093439150336, -113.5505804465758)",POINT (-113.5505804465758 53.5093439150336)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.557354458565484,-113.40700904686162,"(53.557354458565484, -113.40700904686162)",POINT (-113.40700904686162 53.557354458565484)
11801,Square Picnic Table,Wood,Metal,145 STREET NW,3140,CRESTWOOD,Ward Nakota Isga,53.53329128493816,-113.5726018271797,"(53.53329128493816, -113.5726018271797)",POINT (-113.5726018271797 53.53329128493816)
5951,Square Picnic Table,Wood,Aggregate,MILL WOODS ROAD EAST NW,6530,MINCHAU,Ward Sspomitapi,53.46875407136135,-113.40903954368049,"(53.46875407136135, -113.40903954368049)",POINT (-113.40903954368049 53.46875407136135)
6557,Square Picnic Table,Wood,Wood,95 AVENUE NW,6310,HOLYROOD,Ward Métis,53.53156115880597,-113.45184571504306,"(53.53156115880597, -113.45184571504306)",POINT (-113.45184571504306 53.53156115880597)
45950,Square Picnic Table,Composite,Metal,GOLDSTICK PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.54553955466483,-113.40303168345484,"(53.54553955466483, -113.40303168345484)",POINT (-113.40303168345484 53.54553955466483)
13985,Square Picnic Table,Wood,Metal,ADA BOULEVARD NW,1190,RIVER VALLEY KINNAIRD,Ward Métis,53.555899238729985,-113.44913438973212,"(53.555899238729985, -113.44913438973212)",POINT (-113.44913438973212 53.555899238729985)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52626968448069,-113.50910988227413,"(53.52626968448069, -113.50910988227413)",POINT (-113.50910988227413 53.52626968448069)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.578637251157765,-113.37302011556191,"(53.578637251157765, -113.37302011556191)",POINT (-113.37302011556191 53.578637251157765)
